ID;Nome da Loja;Cidade;UF;Endereço;CEP;Telefone;Tipo de Cadastro;Latitude;Longitude
"517C8816FE000001";"Loja Itapipoca";"Centro";"CE";"R. Eubia Barroso, 2845 - Centro - CE, 62500-000";"62500-000";"(88) 3447-6300";"Loja";"-3,499577";"-39,57999"
"517C8816FE000002";"Loja Brejo Santo";"";"";"Rua Manoel Inacio de Lacena";"";"(88) 3447-6300";"Loja";"-7,491144";"-38,986798"
"517C8816FE000003";"Loja Quixeramobim";"Centro";"CE";"R. Cônego Áureliano Mota , 214 - Centro - CE, 63800-000";"63800-000";"(88) 3447-6300";"Loja";"-5,19888";"-39,297886"
"517C8816FE000004";"Loja Russas";"Centro";"CE";"R. Padre Raul Viêira, 324 - Centro - CE, 62900-000";"62900-000";"(88) 3447-6300";"Loja";"-4,93773";"-37,973265"
"517C8816FE000005";"Loja Jaguaribe";"Centro";"CE";"R. Savino Barreira, 188 - Centro - CE, 63475 -000 ";"";"(88) 3447-6300";"Loja";"-5,885218";"-38,621838"
"517C8816FE000006";"Loja Tiangua";"Centro";"CE";"Av. Prefeito Jacqus Nunes 493, - Centro - CE, 62320-000";"62320-000";"0800.281.3017";"Loja";"-3,731852";"-40,991983"
"517C8816FE000007";"Loja Ubajara";"485 Centro";"CE";"R. Juvêncio Luis Pereira, 485 Centro - CE, 62350-000";"62350-000";"0800 281 3017";"Loja";"-3,853545";"-40,920502"
"517C8816FE000008";"Loja Morada Nova";"Centro";"CE";"R. Cipriano Maia 167, Centro - CE, 62940-000";"62940-000";"(88) 3447-6300";"Loja";"-5,108128";"-38,373174"
"517C8816FE000009";"Loja Crateus";"Centro";"CE";"R. Dom Pedro II, 856 - Centro - CE, 63700-000";"63700-000";"(88) 3447-6300";"Loja";"-5,179241";"-40,669434"
"517C8816FE00000A";"Loja Taua";"Alto Brilhante";"CE";"Av. José Waldemar Rego, 498 - Alto Brilhante - CE, 63660-000";"63660-000";"(88) 3447-6300";"Loja";"-6,003577";"-40,289966"
"517C8816FE00000B";"Loja Crato";"";"";"R. Dr. João Pessoa, 408 Centro";"";"(88) 3447-6300";"Loja";"-7,232568";"-39,411823"
"517C8816FE00000C";"Loja Juazeiro do Norte - Shopping";"Juazeiro do Norte";"CE";"Av. Padre Cícero 2555 - Triângulo - Juazeiro do Norte/CE";"";"0800 2813017";"Loja";"-7,223705";"-39,324499"
"517C8816FE00000D";"Brisanet - SEDE";"Pereiro";"CE";"CE-138, KM 14 - Zona Rural - Pereiro/CE";"";"0800 281 3017";"Escritório";"-6,168428";"-38,490456"
"517C8816FE00000E";"Escritório Pau dos Ferros";"Centro";"RN";"R. Treze de Maio, 311 - Centro - RN, 59900-000";"59900-000";"(84) 3317-8750";"Escritório";"-6,109483";"-38,208381"
"517C8816FE00000F";"Loja Centro";"Centro";"CE";"R. Estevão Remigio 855, Centro - CE, 62930000";"";"(88) 3423-3334";"Loja";"-5,147895";"-38,095093"
"517C8816FE000010";"Loja Quixadá";"Centro";"CE";"AV. José Caetano de Almeida, Bloco 4, Centro - CE, 63900-000";"63900-000";"(88) 3447-6300";"Loja";"-4,972294";"-39,016453"
"517C8816FE000011";"Loja Iguatu";"";"";"Rua Prof. João Coelho, 68";"";"0800.281.3017";"Loja";"-6,363083";"-39,302072"
"517C8816FE000012";"Escritório Juazeiro do Norte";"";"";"Rua João Cândido Fontes";"";"(88) 3447-6300";"Escritório";"-7,22025";"-39,327228"
"517C8816FE000013";"Loja Sobral";"Centro";"CE";"R. Conselheiro José Júlio, 877 - Centro - CE, 62010820 tel: (88) 3613-1200";"";"(88) 3613-1200";"Loja";"-3,687087";"-40,354839"
"517C8816FE000014";"Loja Tabuleiro do Norte";"4366 Centro";"CE";"R. Batista Maia, 4366 Centro - CE, 62960-000";"62960-000";"(88) 3423-3334";"Loja";"-5,246214";"-38,130737"
"517C8816FE000015";"Loja Acaraú";"Centro";"CE";"Av. João Jaime Ferreira Gomes, 736 - Centro - CE, 62580-000";"62580-000";"0800.281.3017";"Loja";"-2,888853";"-40,119678"
"517C8816FE000016";"Loja Barbalha";"";"";"Rua do Vídeo, 87";"";"0800 281 3017";"Loja";"-7,309118";"-39,304163"
"517C8816FE000017";"Loja Patos";"Brasilia";"PB";"R. Dr. Pedro Firmino, 508 - Brasilia - PB, 58700-350";"58700-350";"0800 281 3017";"Loja";"-7,023845";"-37,272046"
"517C8816FE000018";"Loja Sobral Shopping";"Dom expedito";"CE";"Av. Monsenhor Aluisio Pinto, 300 - Dom expedito - CE, 62050255";"";"0800 281 3017";"Loja";"-3,697054";"-40,348329"
"517C8816FE000019";"Loja Caicó";"Centro";"RN";"R. Dr. Pires Ferreira, 419 - Centro- RN";"";"(84) 3317-8750";"Loja";"-6,459243";"-37,098503"
"517C8816FE00001A";"Loja Pombal";"";"";"Rua Cel: Francisco de Assis, 50, Centro, PB, 58840-000";"58840-000";"0800 281 3017";"Loja";"-6,771213";"-37,802241"
"517C8816FE00001B";"Loja Assú";"";"";"Av. Senador João Câmara, 426, centro ";"";"0800 281 3017";"Loja";"-5,574758";"-36,908732"
"517C8816FE00001C";"São Benedito";"Centro";"CE";"Av. Tabajara, 171 - Centro - CE, 62370-000";"62370-000";"0800 281 3017";"Escritório";"-4,044907";"-40,865137"
"517C8816FE00001D";"Loja Uiraúna";"";"";"Rua: José Barbosa, S/N - Centro PB, Cep: 58.915-000";"";"0800 281 3017";"Loja";"-6,518807";"-38,406022"
"517C8816FE00001E";"Loja Missão Velha";"";"";"Av Coronel José Dantas, 1550 - Centro";"";"0800 281 3017";"Loja";"-7,24969";"-39,148687"
"517C8816FE00001F";"Loja Milagres";"";"";"Rua Júlio Sampaio, 424, Centro ";"";"0800 281 3017";"Loja";"-7,309537";"-38,944247"
"517C8816FE000020";"Loja Mombaça";"";"";"Rua- Coronel Jose Aderaldo, 494 - Centro CE / CEP- 63.610.000";"";"0800 281 3017";"Loja";"-5,74667";"-39,631666"
"517C8816FE000021";"Loja Acopiara";"";"";"Rua Padre Leopoldo Rolim, 514 - Centro CE / CEP 63560-000";"63560-000";"0800 281 3017";"Loja";"-5,385235";"-40,46773"
"517C8816FE000022";"Loja Baraúna";"";"";"Avenida Jeronimo Rosado 295 - Centro CE / CEP: 59695-000";"59695-000";"";"Loja";"-5,081812";"-37,613844"
"517C8816FE000023";"Loja Horizonte";"";"";"Av: Presidente Castelo Branco, 1300 LOJA 2 / CEP 62880000";"";"0800 281 3017";"Loja";"-4,099352";"-38,502471"
"517C8816FE000024";"Loja São Miguel";"";"";"Rua Padre Tertuliano Fernandes, 106 Centro RN / CEP 59920-000";"59920-000";"0800 281 3017";"Loja";"-6,209463";"-38,49729"
"517C8816FE000025";"Loja Santa Cruz do Capibaribe";"";"";"Av. 29 de Dezembro, 715 - Sala 02, Via Shopping - Bairro São Cristovão CEP 55194280";"";"0800 281 3017";"Loja";"-7,953262";"-36,206788"
"517C8816FE000026";"Loja Senador Pomepeu";"";"";"Rua José Carlos Sampaio 310 Centro, Senador Pompeu - Ceará, 63600-000";"63600-000";"0800 281 3017";"Loja";"-5,58996";"-39,373495"
"517C8816FE000027";"Loja São Bento";"1180 Cícero Dias I";"PB";"Av. Pedro Eulampio - 1180 Cícero Dias I - PB / CEP 58865-000";"58865-000";"0800 281 3017";"Loja";"-6,491354";"-37,450426"
"517C8816FE000028";"Loja Guaraciaba do Norte";"Guaraciaba do Norte";"CE";"R. Sen. Catunda, 35, Guaraciaba do Norte - CE, 62380-000";"62380-000";"0800 281 3017";"Loja";"-4,163025";"-40,749259"
"517C8816FE000029";"Loja Ibiapina";"Ibiapina";"CE";"R. Inácio Pontes, 665 - Centro, Ibiapina - CE, 62360-000";"62360-000";"0800 281 3017";"Loja";"-3,921003";"-40,888761"
"517C8816FE00002A";"Loja Cedro";"";"";"Rua Obi Jucá Diniz, 0 Centro CEP 63400-000";"63400-000";"0800 281 3017";"Loja";"-6,604096";"-39,057604"
"517C8816FE00002B";"Loja Catolé do Rocha";"";"";"PC José de Sa Leitão , 67 Centro / CEP 58884000";"";"0800 281 3017";"Loja";"-6,342974";"-37,747465"
"517C8816FE00002C";"Loja Jaguaretama";"";"";"Rua Tristão Gonçalves, 0 Centro CEP 63480-000";"63480-000";"0800 281 3017";"Loja";"-5,613425";"-38,763412"
"517C8816FE00002D";"Loja Campina Grande";"Campina Grande";"PB";"Av. Pref. Severino Bezerra Cabral, 1225 - Mirante, Campina Grande - PB, 58407-660";"58407-660";"(84) 3317-8750";"Loja";"-7,234265";"-35,868724"
"517C8816FE00002E";"Loja Brisanet Cajazeiras";"Cajazeiras";"PB";"Av. Cmte. Vital Rolim, 751 - Jardim Adalgiza II, Cajazeiras - PB, 58900-000";"58900-000";"(83) 99806-1923";"Loja";"-6,887493";"-38,555829"
"517C8816FE00002F";"Loja Sousa";"";"";"R. Manoel Gadelha Filho, 39 - Gato Preto";"";"";"Loja";"-6,761436";"-38,226568"
"517C8816FE000030";"Loja Mossoró - Centro";"Mossoró";"RN";"Praça Rodolfo Fernandes 122 - Centro, Mossoró - RN";"";"0800 281 3017";"Loja";"-5,193458";"-37,34285"
"517C8816FE000031";"Loja Mossoró - Nova Betânia";"Nova Bethania";"RN";"Av. João da Escóssia 1334, Nova Bethania - RN, 59607-330";"59607-330";"0800 281 3017";"Loja";"-5,181757";"-37,360771"
"517C8816FE000032";"Loja Juazeiro do Norte - Centro";"Juazeiro do Norte";"CE";"R. São Pedro, 305 - Centro, Juazeiro do Norte - CE, 63010-010";"63010-010";"0800 281 3017";"Loja";"-7,202051";"-39,317164"
"517C8816FE000033";"Loja Salgueiro";"Salgueiro";"PE";"Av. Antônio Angelim, 550 - Santo Antonio, Salgueiro - PE, 56000-000";"56000-000";"0800 281 3017";"Loja";"-8,07304";"-39,123705"
"517C8816FE000034";"Loja João Pessoa - Manaíra";"João Pessoa";"PB";"R. da Candelária, 154 - Manaíra, João Pessoa - PB, 58038-620";"58038-620";"0800 281 3017";"Loja";"-7,097906";"-34,842732"
"517C8816FE000035";"Loja Orós";"Orós";"CE";"R. Custódio Nunes, 58 - Centro, Orós - CE, 63520-000";"63520-000";"0800 281 3017";"Loja";"-6,245051";"-38,914689"
"517C8816FE000036";"Loja Vitória de Santo Antão";"Vitória de Santo Antão";"PE";"Av. Henrique de Holanda 1459 - Centro, Vitória de Santo Antão - PE";"";"0800 281 3017";"Loja";"-8,116246";"-35,296554"
"517C8816FE000037";"Loja Quixeré";"Centro Quixeré";"CE";"Rua Manoel Gonçalves - Centro Quixeré/CE";"";"0800 281 3017";"Loja";"-5,070861";"-37,989788"
"517C8816FE000038";"Loja Itapajé";"Itapajé";"CE";"R. Maj. Barreto, 1337, Itapajé - CE, 62600-000";"62600-000";"0800 281 3017";"Loja";"-3,695906";"-39,579286"
"517C8816FE000039";"Loja Toritama";"Toritama";"PE";"R. José Celestino, 103, Toritama - PE, 55125-000";"55125-000";"0800 281 3017";"Loja";"-8,009753";"-36,064114"
"517C8816FE00003A";"Loja Viçosa do Ceará";"Viçosa do Ceará";"CE";"R. Salustiano de Pinho, 430, Viçosa do Ceará - CE, 62300-000";"62300-000";"0800 281 3017";"Loja";"-3,568108";"-41,090587"
"517C8816FE00003B";"Loja Brisanet";"Serra Talhada";"PE";"Av. Miguel Nunes de Souza, 42 - São Cristovao, Serra Talhada - PE, 56903-120";"56903-120";"0800 281 3017";"Loja";"-7,986688";"-38,297611"
"517C8816FE00003C";"Loja Brisanet Iguatu ";"Iguatu";"CE";"Av. Monsenhor Coelho, 409 - São Sebastião, Iguatu - CE, 63500-000";"63500-000";"08002813017";"Loja";"-6,358908";"-39,292268"
"517C8816FE00003D";"Loja Brisanet Arcoverde";"Arcoverde";"PE";"R. Augusto Cavalcante, 147 - Centro, Arcoverde - PE, 56506-640";"56506-640";"0800 281 3017";"Loja";"-8,419237";"-37,058806"
"517C8816FE00003E";"Loja Brisanet Natal";"Natal";"RN";"Av. Dr. João Medeiros Filho, 2395 - Potengi, Natal - RN, 59110-200";"59110-200";"";"Loja";"-5,758309";"-35,247165"
"517C8816FE00003F";"Loja Ipú";"Ipú";"CE";"Av. Antonio Dias da Silva, 197 - Centro, Ipú - CE, 62250-000";"62250-000";"0800 281 3017";"Loja";"-4,321784";"-40,705277"
"517C8816FE000040";"Loja Manaíra Brisanet";"João Pessoa";"PB";"Av. Gov. Flávio Ribeiro Coutinho, 1027 - Manaíra, João Pessoa - PB, 58036-818";"58036-818";"0800 281 3017";"Loja";"-7,097294";"-34,836242"
"517C8816FE000041";"Loja Iguatu Centro";"Iguatu";"CE";"R. Deocleciano Bezerra, 409 - São Sebastião, Iguatu - CE, 63500-000";"63500-000";"0800 281 3017";"Loja";"-6,357968";"-39,295578"
"517C8816FE000042";"Loja Bayeux Brisanet";"Bayeux";"PB";"Av. Liberdade, 3655 - Loja F - Sesi, Bayeux - PB, 58306-000";"58306-000";"0800 281 3017";"Loja";"-7,125416";"-34,925793"
"517C8816FE000043";"Loja Pesqueira Brisanet";"Pesqueira";"PE";"R. Duque de Caxias, 135 - Centro, Pesqueira - PE, 55200-000";"55200-000";"0800 281 3017";"Loja";"-8,357895";"-36,698407"
"517C8816FE000044";"Loja Santa Rita";"Santa Rita";"PB";"Praça João Pessoa, 28 - Loja A - Centro, Santa Rita - PB, 58300-140";"58300-140";"0800 281 3017";"Loja";"-7,121149";"-34,977878"
"517C8816FE000045";"Loja Belo Jardim";"Belo Jardim";"PE";"Avenida Deputado José Mendonça Bezerra, Nº 231 - Centro, Belo Jardim - PE, 55150-005";"55150-005";"0800 287 3018";"Loja";"-8,336906";"-36,432864"
